tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0302725	FBgn0261561	1439.636	1552.99	1473.663	1552.718
FBtr0302727	FBgn0261561	1148.636	1261.99	1182.663	1261.718
FBtr0335519	FBgn0261561	1122.636	1235.99	1156.663	1235.718
FBtr0302726	FBgn0261561	321.118	433.208	352.804	433.209
FBtr0078667	FBgn0037382	1985.636	2098.99	2019.663	2098.718
FBtr0078666	FBgn0037383	2100.636	2213.99	2134.663	2213.718
FBtr0344117	FBgn0037383	627.688	741.001	661.671	740.75
FBtr0078639	FBgn0037384	1285.636	1398.99	1319.663	1398.718
FBtr0078638	FBgn0037384	1306.636	1419.99	1340.663	1419.718
FBtr0344116	FBgn0037384	1309.636	1422.99	1343.663	1422.718
FBtr0078640	FBgn0037385	792.636	905.99	826.663	905.718
FBtr0113196	FBgn0037386	1842.636	1955.99	1876.663	1955.718
FBtr0113197	FBgn0037386	1960.636	2073.99	1994.663	2073.718
FBtr0345152	FBgn0266702	299.916	411.485	330.904	411.525
FBtr0345151	FBgn0266702	325.93	438.159	357.792	438.021
FBtr0078642	FBgn0037387	1536.636	1649.99	1570.663	1649.718
FBtr0078644	FBgn0037387	1766.636	1879.99	1800.663	1879.718
FBtr0078643	FBgn0037387	1435.636	1548.99	1469.663	1548.718
FBtr0305954	FBgn0037387	1536.636	1649.99	1570.663	1649.718
FBtr0078645	FBgn0037388	632.681	746.001	666.671	745.75
FBtr0306740	FBgn0037389	113.928	161.597	105.02	163.454
FBtr0306741	FBgn0037389	211.353	315.853	234.373	316.765
FBtr0078665	FBgn0029088	4558.636	4671.99	4592.663	4671.718
FBtr0112483	FBgn0085316	625.688	739.001	659.671	738.75
FBtr0078647	FBgn0028436	1004.636	1117.99	1038.663	1117.718
FBtr0114518	FBgn0037391	1818.636	1931.99	1852.663	1931.718
FBtr0078664	FBgn0037391	2042.636	2155.99	2076.663	2155.718
FBtr0078663	FBgn0037391	1883.636	1996.99	1917.663	1996.718
FBtr0078662	FBgn0037391	1762.636	1875.99	1796.663	1875.718
FBtr0078661	FBgn0037391	1963.636	2076.99	1997.663	2076.718
FBtr0110807	FBgn0083949	6275.636	6388.99	6309.663	6388.718
FBtr0110806	FBgn0083949	8174.636	8287.99	8208.663	8287.718
FBtr0346724	FBgn0267399	759.636	872.99	793.663	872.718
FBtr0346725	FBgn0267400	694.636	807.99	728.663	807.718
FBtr0078657	FBgn0040679	115.279	164.16	106.579	165.999
FBtr0343893	FBgn0266230	284.711	395.781	314.947	395.968
FBtr0343894	FBgn0266231	294.17	405.608	324.914	405.649
FBtr0345250	FBgn0011281	559.701	673.028	593.696	672.769
FBtr0345251	FBgn0011281	497.769	611.181	531.696	610.834
FBtr0078656	FBgn0011281	513.755	627.132	547.696	626.803
FBtr0078655	FBgn0010403	214.699	319.735	238.229	320.654
FBtr0343895	FBgn0266232	789.636	902.99	823.663	902.718
FBtr0343896	FBgn0266233	440.881	554.312	474.701	554.057
FBtr0302597	FBgn0003261	2827.636	2940.99	2861.663	2940.718
FBtr0309320	FBgn0003261	3357.636	3470.99	3391.663	3470.718
FBtr0078654	FBgn0003261	2507.636	2620.99	2541.663	2620.718
FBtr0078653	FBgn0003261	2834.636	2947.99	2868.663	2947.718
FBtr0078652	FBgn0003261	2669.636	2782.99	2703.663	2782.718
FBtr0078651	FBgn0003261	2761.636	2874.99	2795.663	2874.718
FBtr0309319	FBgn0003261	4036.636	4149.99	4070.663	4149.718
FBtr0078649	FBgn0003261	2523.636	2636.99	2557.663	2636.718
FBtr0301947	FBgn0003261	2434.636	2547.99	2468.663	2547.718
FBtr0078650	FBgn0003261	2431.636	2544.99	2465.663	2544.718
FBtr0309322	FBgn0003261	3085.636	3198.99	3119.663	3198.718
FBtr0309321	FBgn0003261	3467.636	3580.99	3501.663	3580.718
FBtr0078648	FBgn0037395	745.636	858.99	779.663	858.718
FBtr0309318	FBgn0037395	763.636	876.99	797.663	876.718
FBtr0344315	FBgn0037396	1087.636	1200.99	1121.663	1200.718
FBtr0078623	FBgn0037396	797.636	910.99	831.663	910.718
FBtr0307114	FBgn0037397	529.731	643.07	563.696	642.774
FBtr0343897	FBgn0266226	192.972	293.882	212.623	294.933
FBtr0078621	FBgn0037398	2045.636	2158.99	2079.663	2158.718
FBtr0078620	FBgn0037399	868.636	981.99	902.663	981.718
FBtr0112922	FBgn0026077	1357.636	1470.99	1391.663	1470.718
FBtr0078619	FBgn0026077	1134.636	1247.99	1168.663	1247.718
FBtr0343898	FBgn0266234	155.115	239.398	161.768	240.919
FBtr0343899	FBgn0266234	368.838	481.626	401.722	481.579
FBtr0078584	FBgn0046878	573.692	687.008	607.696	686.756
FBtr0078618	FBgn0046876	575.692	689.008	609.696	688.751
FBtr0078617	FBgn0046875	250.756	359.426	278.326	359.977
FBtr0309511	FBgn0037402	271.723	382.043	301.05	382.302
FBtr0078585	FBgn0037402	369.817	482.615	402.722	482.579
FBtr0309512	FBgn0037402	1249.636	1362.99	1283.663	1362.718
FBtr0347026	FBgn0263497	297.984	409.539	328.909	409.546
FBtr0309515	FBgn0263497	134.527	200.222	131.606	202.115
FBtr0309513	FBgn0263498	347.366	459.837	379.753	459.704
FBtr0309514	FBgn0263498	402.275	515.465	435.708	515.335
FBtr0078616	FBgn0051559	1677.636	1790.99	1711.663	1790.718
FBtr0078587	FBgn0037405	1976.636	2089.99	2010.663	2089.718
FBtr0078588	FBgn0037406	835.636	948.99	869.663	948.718
FBtr0345156	FBgn0266704	328.855	441.084	360.783	440.991
FBtr0344667	FBgn0051562	849.636	962.99	883.663	962.718
FBtr0308318	FBgn0037408	2176.636	2289.99	2210.663	2289.718
FBtr0308316	FBgn0037408	2107.636	2220.99	2141.663	2220.718
FBtr0308317	FBgn0037408	2139.636	2252.99	2173.663	2252.718
FBtr0078590	FBgn0037408	2888.636	3001.99	2922.663	3001.718
FBtr0078591	FBgn0037409	2303.636	2416.99	2337.663	2416.718
FBtr0310413	FBgn0037410	1065.636	1178.99	1099.663	1178.718
FBtr0078592	FBgn0037410	1123.636	1236.99	1157.663	1236.718
FBtr0078593	FBgn0037410	1148.636	1261.99	1182.663	1261.718
FBtr0078594	FBgn0037411	803.636	916.99	837.663	916.718
FBtr0310414	FBgn0037411	1055.636	1168.99	1089.663	1168.718
FBtr0334866	FBgn0037412	1196.636	1309.99	1230.663	1309.718
FBtr0078615	FBgn0037412	1190.636	1303.99	1224.663	1303.718
FBtr0078595	FBgn0037413	566.692	680.028	600.696	679.769
FBtr0302937	FBgn0037413	563.692	677.028	597.696	676.769
FBtr0078596	FBgn0027527	1219.636	1332.99	1253.663	1332.718
FBtr0346344	FBgn0027527	1520.636	1633.99	1554.663	1633.718
FBtr0078597	FBgn0037414	2364.636	2477.99	2398.663	2477.718
FBtr0078598	FBgn0037415	809.636	922.99	843.663	922.718
FBtr0078599	FBgn0037416	1034.636	1147.99	1068.663	1147.718
FBtr0078601	FBgn0037417	1405.636	1518.99	1439.663	1518.718
FBtr0078614	FBgn0037418	841.636	954.99	875.663	954.718
FBtr0078602	FBgn0037419	1429.636	1542.99	1463.663	1542.718
FBtr0302305	FBgn0037420	355.154	467.767	387.734	467.676
FBtr0078604	FBgn0037421	1128.636	1241.99	1162.663	1241.718
FBtr0078605	FBgn0037422	1192.636	1305.99	1226.663	1305.718
FBtr0078606	FBgn0040279	765.636	878.99	799.663	878.718
FBtr0078607	FBgn0037424	906.636	1019.99	940.663	1019.718
FBtr0078608	FBgn0051561	735.636	848.99	769.663	848.718
FBtr0347194	FBgn0267690	1765.636	1878.99	1799.663	1878.718
FBtr0078609	FBgn0051560	642.667	756.001	676.671	755.75
FBtr0334536	FBgn0037427	3436.636	3549.99	3470.663	3549.718
FBtr0334538	FBgn0037427	3742.636	3855.99	3776.663	3855.718
FBtr0334537	FBgn0037427	3029.636	3142.99	3063.663	3142.718
FBtr0078610	FBgn0037427	2723.636	2836.99	2757.663	2836.718
FBtr0078611	FBgn0037428	944.636	1057.99	978.663	1057.718
FBtr0301493	FBgn0037429	785.636	898.99	819.663	898.718
FBtr0081707	FBgn0037429	812.636	925.99	846.663	925.718
FBtr0081708	FBgn0037430	938.636	1051.99	972.663	1051.718
FBtr0081709	FBgn0037431	381.588	494.523	414.711	494.538
FBtr0081710	FBgn0037432	420.061	533.387	453.702	533.163
FBtr0081711	FBgn0037433	452.834	566.234	486.701	565.976
FBtr0081737	FBgn0261789	452.834	566.234	486.701	565.976
FBtr0081712	FBgn0037435	1083.636	1196.99	1117.663	1196.718
FBtr0081713	FBgn0037436	511.758	625.135	545.696	624.806
FBtr0334541	FBgn0267698	3345.636	3458.99	3379.663	3458.718
FBtr0081714	FBgn0267698	2738.636	2851.99	2772.663	2851.718
FBtr0081715	FBgn0267698	3135.636	3248.99	3169.663	3248.718
FBtr0334544	FBgn0267698	4501.636	4614.99	4535.663	4614.718
FBtr0334542	FBgn0267698	4870.636	4983.99	4904.663	4983.718
FBtr0081716	FBgn0267698	2842.636	2955.99	2876.663	2955.718
FBtr0334540	FBgn0267698	3250.636	3363.99	3284.663	3363.718
FBtr0334539	FBgn0267698	2837.636	2950.99	2871.663	2950.718
FBtr0334543	FBgn0267698	4611.636	4724.99	4645.663	4724.718
FBtr0345076	FBgn0261641	4919.636	5032.99	4953.663	5032.718
FBtr0345075	FBgn0261641	3827.636	3940.99	3861.663	3940.718
FBtr0334545	FBgn0261641	3263.636	3376.99	3297.663	3376.718
FBtr0303017	FBgn0261641	3710.636	3823.99	3744.663	3823.718
FBtr0303013	FBgn0261641	3362.636	3475.99	3396.663	3475.718
FBtr0303014	FBgn0261641	2174.636	2287.99	2208.663	2287.718
FBtr0303015	FBgn0261641	2479.636	2592.99	2513.663	2592.718
FBtr0081717	FBgn0037439	1825.636	1938.99	1859.663	1938.718
FBtr0110774	FBgn0037440	1957.636	2070.99	1991.663	2070.718
FBtr0344293	FBgn0037440	1941.636	2054.99	1975.663	2054.718
FBtr0081734	FBgn0037440	2054.636	2167.99	2088.663	2167.718
FBtr0347005	FBgn0037440	2004.636	2117.99	2038.663	2117.718
FBtr0301268	FBgn0260766	1261.636	1374.99	1295.663	1374.718
FBtr0309752	FBgn0261006	14.612	15.752	14.846	15.702
FBtr0332175	FBgn0027514	2244.636	2357.99	2278.663	2357.718
FBtr0332176	FBgn0027514	2180.636	2293.99	2214.663	2293.718
FBtr0301001	FBgn0260645	123.029	178.906	116.227	180.937
FBtr0290212	FBgn0027514	1544.636	1657.99	1578.663	1657.718
FBtr0081719	FBgn0010282	1612.636	1725.99	1646.663	1725.718
FBtr0081720	FBgn0037442	2276.636	2389.99	2310.663	2389.718
FBtr0113198	FBgn0037442	2711.636	2824.99	2745.663	2824.718
FBtr0081721	FBgn0037442	3052.636	3165.99	3086.663	3165.718
FBtr0081722	FBgn0037442	2832.636	2945.99	2866.663	2945.718
FBtr0290327	FBgn0037443	2666.636	2779.99	2700.663	2779.718
FBtr0290326	FBgn0037443	3421.636	3534.99	3455.663	3534.718
FBtr0300261	FBgn0037443	2602.636	2715.99	2636.663	2715.718
FBtr0289939	FBgn0037443	3501.636	3614.99	3535.663	3614.718
FBtr0289940	FBgn0037443	3137.636	3250.99	3171.663	3250.718
FBtr0334322	FBgn0264495	8070.636	8183.99	8104.663	8183.718
FBtr0303787	FBgn0264495	6979.636	7092.99	7013.663	7092.718
FBtr0303788	FBgn0264495	7365.636	7478.99	7399.663	7478.718
FBtr0303789	FBgn0264495	8065.636	8178.99	8099.663	8178.718
FBtr0303790	FBgn0264495	9870.636	9983.99	9904.663	9983.718
FBtr0334323	FBgn0264787	280.089	390.867	309.982	391.127
FBtr0330193	FBgn0037445	5987.636	6100.99	6021.663	6100.718
FBtr0081730	FBgn0037445	4265.636	4378.99	4299.663	4378.718
FBtr0330192	FBgn0037445	4265.636	4378.99	4299.663	4378.718
FBtr0302383	FBgn0037446	1068.636	1181.99	1102.663	1181.718
FBtr0330191	FBgn0037446	1129.636	1242.99	1163.663	1242.718
FBtr0081728	FBgn0037446	1137.636	1250.99	1171.663	1250.718
FBtr0081729	FBgn0037447	2254.636	2367.99	2288.663	2367.718
FBtr0339334	FBgn0037448	3912.636	4025.99	3946.663	4025.718
FBtr0339332	FBgn0037448	3996.636	4109.99	4030.663	4109.718
FBtr0308037	FBgn0037448	3949.636	4062.99	3983.663	4062.718
FBtr0344704	FBgn0037448	3981.636	4094.99	4015.663	4094.718
FBtr0308038	FBgn0037448	4660.636	4773.99	4694.663	4773.718
FBtr0344269	FBgn0037448	4578.636	4691.99	4612.663	4691.718
FBtr0339333	FBgn0037448	4776.636	4889.99	4810.663	4889.718
FBtr0081672	FBgn0037448	4012.636	4125.99	4046.663	4125.718
FBtr0081674	FBgn0037448	3565.636	3678.99	3599.663	3678.718
FBtr0308039	FBgn0037448	3516.636	3629.99	3550.663	3629.718
FBtr0081673	FBgn0037448	3963.636	4076.99	3997.663	4076.718
FBtr0344268	FBgn0037448	3346.636	3459.99	3380.663	3459.718
FBtr0081706	FBgn0011919	10.31	1.715	7.324	15.045
FBtr0081675	FBgn0037449	841.636	954.99	875.663	954.718
FBtr0336453	FBgn0053202	4325.636	4438.99	4359.663	4438.718
FBtr0081704	FBgn0053202	3193.636	3306.99	3227.663	3306.718
FBtr0081676	FBgn0046873	561.698	675.028	595.696	674.769
FBtr0081705	FBgn0037454	1037.636	1150.99	1071.663	1150.718
FBtr0089748	FBgn0037455	1032.636	1145.99	1066.663	1145.718
FBtr0081703	FBgn0037456	1072.636	1185.99	1106.663	1185.718
FBtr0081679	FBgn0051482	466.817	580.222	500.7	579.849
FBtr0337024	FBgn0250846	2010.636	2123.99	2044.663	2123.718
FBtr0337025	FBgn0250846	458.822	572.222	492.701	571.92
FBtr0301286	FBgn0250846	497.769	611.181	531.696	610.834
FBtr0081701	FBgn0037460	504.769	618.17	538.696	617.821
FBtr0337023	FBgn0037461	663.655	776.997	697.671	776.75
FBtr0081700	FBgn0037461	687.636	800.99	721.663	800.718
FBtr0081681	FBgn0037462	595.688	709.002	629.686	708.75
FBtr0081682	FBgn0051286	1508.636	1621.99	1542.663	1621.718
FBtr0337022	FBgn0026565	1130.636	1243.99	1164.663	1243.718
FBtr0081699	FBgn0026565	1083.636	1196.99	1117.663	1196.718
FBtr0081684	FBgn0010355	6226.636	6339.99	6260.663	6339.718
FBtr0081685	FBgn0010355	6418.636	6531.99	6452.663	6531.718
FBtr0081686	FBgn0010355	6325.636	6438.99	6359.663	6438.718
FBtr0301622	FBgn0010355	6319.636	6432.99	6353.663	6432.718
FBtr0345257	FBgn0010355	6322.636	6435.99	6356.663	6435.718
FBtr0304903	FBgn0010355	6547.636	6660.99	6581.663	6660.718
FBtr0346140	FBgn0026566	833.636	946.99	867.663	946.718
FBtr0301623	FBgn0026566	573.692	687.008	607.696	686.756
FBtr0339933	FBgn0026566	644.667	758	678.671	757.75
FBtr0081687	FBgn0262801	529.731	643.07	563.696	642.774
FBtr0081697	FBgn0024912	368.838	481.626	401.722	481.579
FBtr0308035	FBgn0002522	1260.636	1373.99	1294.663	1373.718
FBtr0081696	FBgn0002522	2449.636	2562.99	2483.663	2562.718
FBtr0081688	FBgn0000552	328.855	441.084	360.783	440.991
FBtr0081689	FBgn0004777	771.636	884.99	805.663	884.718
FBtr0081695	FBgn0004778	260.791	370.239	289.15	370.563
FBtr0081694	FBgn0004779	428.979	542.34	462.701	542.131
FBtr0081690	FBgn0004780	410.173	523.425	443.707	523.219
FBtr0081693	FBgn0004781	734.636	847.99	768.663	847.718
FBtr0091948	FBgn0063127	196.123	297.634	216.311	298.657
FBtr0081692	FBgn0004782	508.759	622.151	542.696	621.808
FBtr0081691	FBgn0004783	439.882	553.316	473.701	553.06
FBtr0089277	FBgn0051481	3387.636	3500.99	3421.663	3500.718
FBtr0089276	FBgn0051481	3402.636	3515.99	3436.663	3515.718
FBtr0089279	FBgn0051481	3372.636	3485.99	3406.663	3485.718
FBtr0089278	FBgn0051481	3387.636	3500.99	3421.663	3500.718
FBtr0290296	FBgn0004054	614.688	728.001	648.671	727.75
FBtr0081671	FBgn0004054	609.688	723.001	643.671	722.75
FBtr0112493	FBgn0085326	444.869	558.296	478.701	558.054
FBtr0081670	FBgn0004053	941.636	1054.99	975.663	1054.718
FBtr0081666	FBgn0000166	2210.636	2323.99	2244.663	2323.718
FBtr0081667	FBgn0000166	2195.636	2308.99	2229.663	2308.718
FBtr0081664	FBgn0000166	1153.636	1266.99	1187.663	1266.718
FBtr0081665	FBgn0000166	2173.636	2286.99	2207.663	2286.718
FBtr0081668	FBgn0000166	2188.636	2301.99	2222.663	2301.718
FBtr0346240	FBgn0267153	781.636	894.99	815.663	894.718
FBtr0346239	FBgn0267153	342.488	454.888	374.755	454.727
FBtr0081618	FBgn0000071	1507.636	1620.99	1541.663	1620.718
FBtr0081620	FBgn0000071	1200.636	1313.99	1234.663	1313.718
FBtr0081619	FBgn0000071	1216.636	1329.99	1250.663	1329.718
FBtr0343900	FBgn0266235	899.636	1012.99	933.663	1012.718
FBtr0309069	FBgn0261638	1535.636	1648.99	1569.663	1648.718
FBtr0303008	FBgn0261638	309.514	421.312	340.862	421.401
FBtr0304176	FBgn0262174	7.913	8.232	7.656	8.26
FBtr0304177	FBgn0262174	23	23	23	23
FBtr0309070	FBgn0263383	510.758	624.138	544.696	623.807
FBtr0081621	FBgn0000439	2413.636	2526.99	2447.663	2526.718
FBtr0334273	FBgn0261503	1750.636	1863.99	1784.663	1863.718
FBtr0304380	FBgn0262424	14.31	4.673	3.999	17.49
FBtr0304382	FBgn0262424	23	23	23	23
FBtr0304381	FBgn0262424	22	22	22	22
FBtr0346989	FBgn0267575	147.574	225.718	150.229	227.241
FBtr0081662	FBgn0051485	10.31	1.715	7.324	15.045
FBtr0081622	FBgn0026162	10.31	1.715	7.324	15.045
FBtr0302398	FBgn0261504	88.012	114.86	80.796	116.351
FBtr0081661	FBgn0026163	10.31	1.715	7.324	15.045
FBtr0081623	FBgn0026164	10.31	1.715	7.324	15.045
FBtr0081624	FBgn0000003	88.012	114.86	80.796	116.351
FBtr0081660	FBgn0011904	10.31	1.715	7.324	15.045
FBtr0081657	FBgn0003339	3814.636	3927.99	3848.663	3927.718
FBtr0081658	FBgn0003339	3661.636	3774.99	3695.663	3774.718
FBtr0346971	FBgn0267561	559.701	673.028	593.696	672.769
FBtr0346970	FBgn0267561	297.023	408.564	327.911	408.557
FBtr0346976	FBgn0267562	302.806	414.405	333.884	414.502
FBtr0346975	FBgn0267563	93.294	124.43	85.259	125.9
FBtr0346972	FBgn0267564	184.522	283.402	202.385	284.46
FBtr0346973	FBgn0267565	617.688	731.001	651.671	730.75
FBtr0346974	FBgn0267560	112.978	159.918	104.092	161.783
FBtr0081625	FBgn0001077	1448.636	1561.99	1482.663	1561.718
FBtr0343901	FBgn0266236	196.123	297.634	216.311	298.657
FBtr0346215	FBgn0267119	229.472	336.062	254.687	336.83
FBtr0343902	FBgn0266237	558.701	672.028	592.696	671.769
FBtr0081648	FBgn0260642	4564.636	4677.99	4598.663	4677.718
FBtr0081656	FBgn0260642	4525.636	4638.99	4559.663	4638.718
FBtr0081653	FBgn0260642	4537.636	4650.99	4571.663	4650.718
FBtr0081652	FBgn0260642	4576.636	4689.99	4610.663	4689.718
FBtr0081649	FBgn0260642	4314.636	4427.99	4348.663	4427.718
FBtr0081647	FBgn0260642	4365.636	4478.99	4399.663	4478.718
FBtr0081651	FBgn0260642	4353.636	4466.99	4387.663	4466.718
FBtr0081650	FBgn0260642	4326.636	4439.99	4360.663	4439.718
FBtr0081655	FBgn0260642	3164.636	3277.99	3198.663	3277.718
FBtr0081654	FBgn0260642	2953.636	3066.99	2987.663	3066.718
FBtr0344599	FBgn0262897	757.636	870.99	791.663	870.718
FBtr0081646	FBgn0260642	3785.636	3898.99	3819.663	3898.718
FBtr0346969	FBgn0267559	606.688	720.001	640.671	719.75
FBtr0343903	FBgn0266238	911.636	1024.99	945.663	1024.718
FBtr0081627	FBgn0024289	1061.636	1174.99	1095.663	1174.718
FBtr0339932	FBgn0024289	869.636	982.99	903.663	982.718
FBtr0081628	FBgn0026563	3099.636	3212.99	3133.663	3212.718
FBtr0089741	FBgn0019828	806.636	919.99	840.663	919.718
FBtr0089742	FBgn0019828	826.636	939.99	860.663	939.718
FBtr0305962	FBgn0019828	883.636	996.99	917.663	996.718
FBtr0081631	FBgn0037463	772.636	885.99	806.663	885.718
FBtr0300905	FBgn0037464	1726.636	1839.99	1760.663	1839.718
FBtr0300904	FBgn0037464	1804.636	1917.99	1838.663	1917.718
FBtr0081633	FBgn0037464	1870.636	1983.99	1904.663	1983.718
FBtr0081645	FBgn0037465	1470.636	1583.99	1504.663	1583.718
FBtr0305315	FBgn0037466	2897.636	3010.99	2931.663	3010.718
FBtr0334667	FBgn0037466	2806.636	2919.99	2840.663	2919.718
FBtr0081634	FBgn0037466	2801.636	2914.99	2835.663	2914.718
FBtr0305316	FBgn0037467	2156.636	2269.99	2190.663	2269.718
FBtr0081643	FBgn0037467	2248.636	2361.99	2282.663	2361.718
FBtr0346979	FBgn0267568	387.469	500.507	420.709	500.5
FBtr0081635	FBgn0037468	691.636	804.99	725.663	804.718
FBtr0334668	FBgn0037468	881.636	994.99	915.663	994.718
FBtr0081636	FBgn0037468	665.654	778.997	699.671	778.75
FBtr0081637	FBgn0037468	659.665	772.997	693.671	772.75
FBtr0081642	FBgn0010774	1002.636	1115.99	1036.663	1115.718
FBtr0081638	FBgn0037469	588.688	702.002	622.696	701.75
FBtr0081641	FBgn0037470	1466.636	1579.99	1500.663	1579.718
FBtr0333326	FBgn0037470	1626.636	1739.99	1660.663	1739.718
FBtr0081640	FBgn0037470	1617.636	1730.99	1651.663	1730.718
FBtr0346978	FBgn0267567	178.122	274.888	194.087	276.028
FBtr0081639	FBgn0003884	1426.636	1539.99	1460.663	1539.718
FBtr0310485	FBgn0263768	915.636	1028.99	949.663	1028.718
FBtr0310486	FBgn0263768	847.636	960.99	881.663	960.718
FBtr0344948	FBgn0040670	338.613	450.921	370.76	450.763
FBtr0081562	FBgn0040670	241.764	349.684	268.46	350.268
FBtr0334674	FBgn0261238	4870.636	4983.99	4904.663	4983.718
FBtr0334675	FBgn0261238	4774.636	4887.99	4808.663	4887.718
FBtr0334676	FBgn0261238	4998.636	5111.99	5032.663	5111.718
FBtr0330367	FBgn0261238	5094.636	5207.99	5128.663	5207.718
FBtr0300495	FBgn0261238	5001.636	5114.99	5035.663	5114.718
FBtr0300494	FBgn0261238	5094.636	5207.99	5128.663	5207.718
FBtr0081614	FBgn0261238	3557.636	3670.99	3591.663	3670.718
FBtr0113200	FBgn0261238	4580.636	4693.99	4614.663	4693.718
FBtr0334673	FBgn0261238	4524.636	4637.99	4558.663	4637.718
FBtr0081613	FBgn0261238	4497.636	4610.99	4531.663	4610.718
FBtr0334677	FBgn0261238	5703.636	5816.99	5737.663	5816.718
FBtr0334672	FBgn0261238	4707.636	4820.99	4741.663	4820.718
FBtr0081612	FBgn0261238	4680.636	4793.99	4714.663	4793.718
FBtr0346977	FBgn0267566	66.57	79.766	63.39	81.092
FBtr0346967	FBgn0014863	2745.636	2858.99	2779.663	2858.718
FBtr0081617	FBgn0014863	2056.636	2169.99	2090.663	2169.718
FBtr0081616	FBgn0014863	2073.636	2186.99	2107.663	2186.718
FBtr0081563	FBgn0037472	1206.636	1319.99	1240.663	1319.718
FBtr0081611	FBgn0037473	1331.636	1444.99	1365.663	1444.718
FBtr0304141	FBgn0262149	489.777	603.183	523.697	602.836
FBtr0304140	FBgn0262149	434.913	548.328	468.701	548.108
FBtr0081564	FBgn0051248	651.667	764.997	685.671	764.75
FBtr0334669	FBgn0051248	506.766	620.163	540.696	619.816
FBtr0081565	FBgn0051494	9.31	1.569	10.415	15.638
FBtr0081610	FBgn0051491	9.31	1.569	10.415	15.638
FBtr0303649	FBgn0051493	595.688	709.002	629.686	708.75
FBtr0081566	FBgn0051493	679.636	792.99	713.663	792.718
FBtr0334670	FBgn0037475	1126.636	1239.99	1160.663	1239.718
FBtr0081567	FBgn0037475	1111.636	1224.99	1145.663	1224.718
FBtr0303196	FBgn0261702	330.795	443.02	362.777	442.966
FBtr0303197	FBgn0037477	202.456	305.247	223.898	306.263
FBtr0343094	FBgn0261702	248.947	357.467	276.352	358.033
FBtr0081568	FBgn0037478	690.636	803.99	724.663	803.718
FBtr0114531	FBgn0250732	874.636	987.99	908.663	987.718
FBtr0091512	FBgn0250732	3584.636	3697.99	3618.663	3697.718
FBtr0334671	FBgn0250732	3282.636	3395.99	3316.663	3395.718
FBtr0081569	FBgn0011020	2476.636	2589.99	2510.663	2589.718
FBtr0081606	FBgn0037481	617.688	731.001	651.671	730.75
FBtr0346980	FBgn0267569	566.692	680.028	600.696	679.769
FBtr0334884	FBgn0002306	4437.636	4550.99	4471.663	4550.718
FBtr0334885	FBgn0002306	5910.636	6023.99	5944.663	6023.718
FBtr0081570	FBgn0002306	5590.636	5703.99	5624.663	5703.718
FBtr0081571	FBgn0002306	4789.636	4902.99	4823.663	4902.718
FBtr0081605	FBgn0037482	2096.636	2209.99	2130.663	2209.718
FBtr0305153	FBgn0086372	2658.636	2771.99	2692.663	2771.718
FBtr0305154	FBgn0086372	2923.636	3036.99	2957.663	3036.718
FBtr0334887	FBgn0086372	4854.636	4967.99	4888.663	4967.718
FBtr0334886	FBgn0086372	4638.636	4751.99	4672.663	4751.718
FBtr0305155	FBgn0086372	4545.636	4658.99	4579.663	4658.718
FBtr0334888	FBgn0086372	4560.636	4673.99	4594.663	4673.718
FBtr0081572	FBgn0086372	4015.636	4128.99	4049.663	4128.718
FBtr0302184	FBgn0086372	4890.636	5003.99	4924.663	5003.718
FBtr0302183	FBgn0086372	4800.636	4913.99	4834.663	4913.718
FBtr0081573	FBgn0037483	1667.636	1780.99	1701.663	1780.718
FBtr0346144	FBgn0037483	1755.636	1868.99	1789.663	1868.718
FBtr0081604	FBgn0250845	1399.636	1512.99	1433.663	1512.718
FBtr0334889	FBgn0250845	576.691	690.008	610.696	689.751
FBtr0081603	FBgn0037485	1599.636	1712.99	1633.663	1712.718
FBtr0332538	FBgn0037485	1537.636	1650.99	1571.663	1650.718
FBtr0081601	FBgn0037486	1206.636	1319.99	1240.663	1319.718
FBtr0332537	FBgn0037486	1143.636	1256.99	1177.663	1256.718
FBtr0332536	FBgn0037486	1202.636	1315.99	1236.663	1315.718
FBtr0303219	FBgn0037487	3896.636	4009.99	3930.663	4009.718
FBtr0303218	FBgn0037488	1146.636	1259.99	1180.663	1259.718
FBtr0081599	FBgn0037489	2246.636	2359.99	2280.663	2359.718
FBtr0339734	FBgn0037490	656.665	769.997	690.671	769.75
FBtr0081576	FBgn0037490	530.731	644.069	564.696	643.772
FBtr0339736	FBgn0037491	848.636	961.99	882.663	961.718
FBtr0081598	FBgn0037491	1089.636	1202.99	1123.663	1202.718
FBtr0081577	FBgn0037492	1568.636	1681.99	1602.663	1681.718
FBtr0081597	FBgn0011282	339.587	451.918	371.76	451.751
FBtr0300016	FBgn0011282	456.823	570.223	490.701	569.964
FBtr0081596	FBgn0001112	2573.636	2686.99	2607.663	2686.718
FBtr0344485	FBgn0265426	527.731	641.075	561.696	640.791
FBtr0081578	FBgn0028400	2777.636	2890.99	2811.663	2890.718
FBtr0081579	FBgn0037493	487.777	601.184	521.697	600.836
FBtr0299637	FBgn0267337	3239.636	3352.99	3273.663	3352.718
FBtr0299639	FBgn0267337	3944.636	4057.99	3978.663	4057.718
FBtr0300518	FBgn0267337	4688.636	4801.99	4722.663	4801.718
FBtr0330140	FBgn0267337	4688.636	4801.99	4722.663	4801.718
