Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0036906	CG14102	3L	-	19798975	19801291	0.0	0.0	0.0
FBgn0036587	CG4950	3L	-	16265797	16268156	0.0	0.0	0.0
FBgn0002945	nkd	3L	-	19003741	19045449	0.0	0.0	0.0
FBgn0035313	CG13810	3L	+	2185930	2187676	0.0	0.0	0.0
FBgn0010387	Dbi	3L	+	7131863	7133463	0.0	0.0	0.0
FBgn0028377	gdl-ORF39	3L	+	15509445	15510837	0.0	0.0	0.0
FBgn0265900	CR44689	3L	-	22898191	22898580	0.0	0.0	0.0
FBgn0036154	CG6168	3L	-	11319642	11321719	0.0	0.0	0.0
FBgn0028402	Sin	3L	+	21031825	21033561	0.0	0.0	0.0
FBgn0035687	CG13296	3L	+	6163127	6164682	0.0	0.0	0.0
FBgn0036010	Ir67a	3L	-	9542245	9543999	0.0	0.0	0.0
FBgn0266961	CR45412	3L	-	6939049	6939702	0.0	0.0	0.0
FBgn0035890	CG13667	3L	+	8405454	8407354	0.0	0.0	0.0
FBgn0004428	LysE	3L	+	1212827	1213406	0.0	0.0	0.0
FBgn0003410	sina	3L	+	16853751	16858712	0.0	0.0	0.0
FBgn0267457	CR45807	3L	+	599399	600914	0.0	0.0	0.0
FBgn0040699	CG15024	3L	-	4462974	4463823	0.0	0.0	0.0
FBgn0035521	VhaM9.7-a	3L	+	4262705	4263464	0.0	0.0	0.0
FBgn0040694	CG14974	3L	-	3620433	3621032	0.0	0.0	0.0
FBgn0035713	velo	3L	-	6744426	6752752	0.0	0.0	0.0
FBgn0026372	RpL23A	3L	-	1667192	1668654	0.0	0.0	0.0
FBgn0037040	CG12983	3L	-	20962655	20966762	0.0	0.0	0.0
FBgn0036656	CG13026	3L	-	16724678	16726169	0.0	0.0	0.0
FBgn0259203	CG42307	3L	+	7329132	7333471	0.0	0.0	0.0
FBgn0035155	RabX6	3L	+	690517	691951	0.0	0.0	0.0
FBgn0037060	CG10508	3L	+	21210215	21216051	0.0	0.0	0.0
FBgn0029172	Fad2	3L	+	11023535	11024846	0.0	0.0	0.0
FBgn0040074	retinin	3L	+	16331933	16332789	0.0	0.0	0.0
FBgn0085599	CG41284	3L	-	26298455	26305572	0.0	0.0	0.0
FBgn0264302	CG43780	3L	-	7333544	7335226	0.0	0.0	0.0
FBgn0052177	Ndfip	3L	-	17647442	17654280	0.0	0.0	0.0
FBgn0036680	Cpr73D	3L	-	16939100	16957689	0.0	0.0	0.0
FBgn0004396	CrebA	3L	+	15535395	15553214	0.0	0.0	0.0
FBgn0041160	comm2	3L	-	15697594	15699850	0.0	0.0	0.0
FBgn0005386	ash1	3L	-	19590773	19598755	0.0	0.0	0.0
FBgn0044419	Pmi	3L	+	5780051	5784685	0.0	0.0	0.0
FBgn0036286	CG10616	3L	+	12471728	12474428	0.0	0.0	0.0
FBgn0044051	Ilp1	3L	+	9798434	9798898	0.0	0.0	0.0
FBgn0036083	Ir67b	3L	-	10429689	10431983	0.0	0.0	0.0
FBgn0023129	aay	3L	+	9423253	9424781	0.0	0.0	0.0
FBgn0027339	jim	3L	-	22789233	22835194	0.0	0.0	0.0
FBgn0044028	Notum	3L	+	16023480	16032752	0.0	0.0	0.0
FBgn0267299	CR45735	3L	+	23188103	23188892	0.0	0.0	0.0
FBgn0042119	Cpr65Au	3L	-	6131242	6132109	0.0	0.0	0.0
FBgn0035233	Pex10	3L	+	1558228	1559863	0.0	0.0	0.0
FBgn0035588	CG10672	3L	-	5140440	5141646	0.0	0.0	0.0
FBgn0011706	rpr	3L	-	18397535	18398435	0.0	0.0	0.0
FBgn0003997	hid	3L	-	18167745	18185641	0.0	0.0	0.0
FBgn0052438	SMC5	3L	+	21569176	21573523	0.0	0.0	0.0
FBgn0265741	CR44548	3L	+	11435650	11436206	0.0	0.0	0.0
FBgn0265881	CR44670	3L	-	18456399	18456800	0.0	0.0	0.0
FBgn0264699	CG43968	3L	+	23784231	23787405	0.0	0.0	0.0
FBgn0035707	CG8368	3L	+	6603684	6608739	0.0	0.0	0.0
FBgn0035440	CG14969	3L	-	3333119	3334978	0.0	0.0	0.0
FBgn0036324	CG12520	3L	-	12901247	12902737	0.0	0.0	0.0
FBgn0061515	endos	3L	-	14029579	14031706	0.0	0.0	0.0
FBgn0043550	Tsp68C	3L	+	13843656	13845316	0.0	0.0	0.0
FBgn0025582	Int6	3L	-	16785242	16786941	0.0	0.0	0.0
FBgn0052141	CG32141	3L	+	14203323	14204294	0.0	0.0	0.0
FBgn0266084	Fhos	3L	+	8753619	8798719	0.0	0.0	0.0
FBgn0035181	CG9205	3L	+	1034697	1036298	0.0	0.0	0.0
FBgn0063083	pncr015:3L	3L	+	7406323	7406617	0.0	0.0	0.0
FBgn0035480	CG14984	3L	-	3951193	3952550	0.0	0.0	0.0
FBgn0036546	elgi	3L	+	15956550	15958433	0.0	0.0	0.0
FBgn0041100	park	3L	-	21194754	21196853	0.0	0.0	0.0
FBgn0267598	CR45936	3L	+	18243700	18244239	0.0	0.0	0.0
FBgn0035280	Cpr62Bb	3L	-	1832636	1835164	0.0	0.0	0.0
FBgn0011653	mas	3L	-	4161666	4167464	0.0	0.0	0.0
FBgn0035528	CG15012	3L	-	4291208	4292246	0.0	0.0	0.0
FBgn0036485	FucTA	3L	+	15147137	15154395	0.0	0.0	0.0
FBgn0267576	CR45916	3L	+	19562636	19566533	0.0	0.0	0.0
FBgn0265934	CR44723	3L	-	11324326	11325000	0.0	0.0	0.0
FBgn0053556	form3	3L	+	7094818	7123297	0.0	0.0	0.0
FBgn0035959	CG4911	3L	-	9067195	9072731	0.0	0.0	0.0
FBgn0027945	ppl	3L	-	21280491	21281506	0.0	0.0	0.0
FBgn0053696	CNMaR	3L	+	9644109	9659433	0.0	0.0	0.0
FBgn0036703	CG7707	3L	+	17243436	17244746	0.0	0.0	0.0
FBgn0053286	CG33286	3L	-	20970812	20974700	0.0	0.0	0.0
FBgn0052428	CG32428	3L	-	20469674	20473723	0.0	0.0	0.0
FBgn0052370	tRNA:CR32370	3L	-	8028546	8028618	0.0	0.0	0.0
FBgn0262249	mir-958	3L	-	22669289	22669380	0.0	0.0	0.0
FBgn0037147	CG7140	3L	-	22026230	22028325	0.0	0.0	0.0
FBgn0259932	CG42455	3L	+	9972312	9974023	0.0	0.0	0.0
FBgn0265739	CR44546	3L	+	10794989	10795175	0.0	0.0	0.0
FBgn0036560	CG5895	3L	+	16035485	16037227	0.0	0.0	0.0
FBgn0025866	CalpB	3L	+	9888762	9893319	0.0	0.0	0.0
FBgn0036212	CG11597	3L	-	11820338	11822275	0.0	0.0	0.0
FBgn0015828	TfIIEalpha	3L	+	11682038	11683805	0.0	0.0	0.0
FBgn0036810	CG6885	3L	+	18744488	18745699	0.0	0.0	0.0
FBgn0036183	CG6083	3L	-	11624528	11626125	0.0	0.0	0.0
FBgn0035657	alphaKap4	3L	-	6009446	6011021	0.0	0.0	0.0
FBgn0263831	Gen	3L	-	5149849	5152376	0.0	0.0	0.0
FBgn0036571	CG12272	3L	+	16122002	16126052	0.0	0.0	0.0
FBgn0035321	CG1275	3L	-	2252744	2257423	0.0	0.0	0.0
FBgn0263001	CR43309	3L	-	21829254	21830219	0.0	0.0	0.0
FBgn0035235	CG7879	3L	-	1559813	1568608	0.0	0.0	0.0
FBgn0262788	CG43169	3L	-	8888145	8888633	0.0	0.0	0.0
FBgn0036888	CG9330	3L	+	19586253	19589111	0.0	0.0	0.0
FBgn0082945	snoRNA:Me28S-A2634b	3L	-	1666665	1666745	0.0	0.0	0.0
FBgn0086254	CG6084	3L	-	11620535	11624381	0.0	0.0	0.0
FBgn0264460	CR43868	3L	+	12498487	12500307	0.0	0.0	0.0
FBgn0036629	CG4573	3L	-	16415292	16417177	0.0	0.0	0.0
FBgn0037037	CG10588	3L	+	20956934	20960660	0.0	0.0	0.0
FBgn0264511	CR43910	3L	+	8569335	8569864	0.0	0.0	0.0
FBgn0265745	CR44552	3L	+	12661826	12662247	0.0	0.0	0.0
FBgn0086377	Syx7	3L	+	21445834	21448128	0.0	0.0	0.0
FBgn0052088	CG32088	3L	+	11728345	11732048	0.0	0.0	0.0
FBgn0267599	CR45937	3L	-	18234246	18234760	0.0	0.0	0.0
FBgn0260859	Bet3	3L	-	9438482	9442267	0.0	0.0	0.0
FBgn0041607	asparagine-synthetase	3L	+	21173118	21174973	0.0	0.0	0.0
FBgn0053772	CG33772	3L	-	22651855	22652525	0.0	0.0	0.0
FBgn0086680	vvl	3L	+	6790158	6794941	0.0	0.0	0.0
FBgn0261674	CG42709	3L	+	12790192	12796084	0.0	0.0	0.0
FBgn0262509	nrm	3L	+	22998372	23040300	0.0	0.0	0.0
FBgn0035251	CG7967	3L	-	1651432	1652900	0.0	0.0	0.0
FBgn0267541	CR45881	3L	+	11666319	11667079	0.0	0.0	0.0
FBgn0259971	CG42481	3L	-	13298797	13299023	0.0	0.0	0.0
FBgn0036239	Pop2	3L	-	11998398	12002915	0.0	0.0	0.0
FBgn0036752	Adgf-A	3L	-	17751731	17764158	0.0	0.0	0.0
FBgn0035385	FMRFaR	3L	+	3001716	3011860	0.0	0.0	0.0
FBgn0265890	CR44679	3L	+	20104503	20105544	0.0	0.0	0.0
FBgn0036340	SRm160	3L	+	13036821	13040976	0.0	0.0	0.0
FBgn0036031	CG6761	3L	-	9700517	9703595	0.0	0.0	0.0
FBgn0043783	CG32444	3L	+	21636947	21639060	0.0	0.0	0.0
FBgn0263661	CR43652	3L	-	13081299	13082652	0.0	0.0	0.0
FBgn0260008	Ucrh	3L	+	25120709	25126171	0.0	0.0	0.0
FBgn0036818	CG14074	3L	+	18866225	18867431	0.0	0.0	0.0
FBgn0037133	CG7370	3L	+	21769815	21771321	0.0	0.0	0.0
FBgn0000451	ect	3L	-	10190276	10201837	0.0	0.0	0.0
FBgn0024804	Dbp80	3L	+	27279316	27422159	0.0	0.0	0.0
FBgn0036620	CG4842	3L	+	16368389	16369518	0.0	0.0	0.0
FBgn0037139	CG14563	3L	-	21841808	21842386	0.0	0.0	0.0
FBgn0035690	CG10274	3L	-	6178677	6181829	0.0	0.0	0.0
FBgn0035642	CG18586	3L	+	5873311	5875466	0.0	0.0	0.0
FBgn0015296	Shc	3L	+	9427010	9428671	0.0	0.0	0.0
FBgn0036771	CG14353	3L	+	17908143	17909683	0.0	0.0	0.0
FBgn0036305	CG10984	3L	+	12750119	12753402	0.0	0.0	0.0
FBgn0036853	mRpL21	3L	-	19253290	19255061	0.0	0.0	0.0
FBgn0036905	ms(3)76Ca	3L	+	19760409	19761817	0.0	0.0	0.0
FBgn0036254	CG5645	3L	-	12133771	12136706	0.0	0.0	0.0
FBgn0052071	CG32071	3L	-	11103421	11103873	0.0	0.0	0.0
FBgn0266984	CR45435	3L	+	18583437	18584235	0.0	0.0	0.0
FBgn0266974	CR45425	3L	+	2503789	2504397	0.0	0.0	0.0
FBgn0035359	CG1143	3L	+	2645368	2647192	0.0	0.0	0.0
FBgn0040296	Ocho	3L	+	14974848	14976040	0.0	0.0	0.0
FBgn0264517	CR43916	3L	+	3940519	3941301	0.0	0.0	0.0
FBgn0083068	CG33947	3L	+	11096496	11098556	0.0	0.0	0.0
FBgn0053056	CG33056	3L	-	21198261	21203232	0.0	0.0	0.0
FBgn0263387	CG43439	3L	-	6983473	6984586	0.0	0.0	0.0
FBgn0263495	CR43484	3L	+	3688786	3689409	0.0	0.0	0.0
FBgn0035571	CG12493	3L	-	4752393	4753738	0.0	0.0	0.0
FBgn0035360	CG1246	3L	+	2648048	2650205	0.0	0.0	0.0
FBgn0036805	Chmp1	3L	-	18682895	18684061	0.0	0.0	0.0
FBgn0265711	CR44518	3L	+	5499594	5500088	0.0	0.0	0.0
FBgn0036116	CG7888	3L	+	11054035	11059659	0.0	0.0	0.0
FBgn0265468	CR44361	3L	+	11315299	11316397	0.0	0.0	0.0
FBgn0035667	Jon65Ai	3L	-	6053493	6054443	0.0	0.0	0.0
FBgn0082994	snoRNA:Psi28S-1837c	3L	-	5763946	5764084	0.0	0.0	0.0
FBgn0036131	CG12522	3L	+	11108235	11108732	0.0	0.0	0.0
FBgn0035941	CG13313	3L	+	8958857	8960921	0.0	0.0	0.0
FBgn0005533	RpS17	3L	-	9428795	9429821	0.0	0.0	0.0
FBgn0263248	CG43391	3L	-	11580829	11581019	0.0	0.0	0.0
FBgn0036759	CG5577	3L	-	17838650	17841427	0.0	0.0	0.0
FBgn0259785	pzg	3L	+	21286099	21290310	0.0	0.0	0.0
FBgn0028648	mRpL50	3L	-	7243080	7243933	0.0	0.0	0.0
FBgn0036153	CG7573	3L	+	11311747	11313397	0.0	0.0	0.0
FBgn0083992	Mkp	3L	-	182522	184540	0.0	0.0	0.0
FBgn0052110	CG32110	3L	+	12808721	12810096	0.0	0.0	0.0
FBgn0260856	Membrin	3L	+	5366455	5367381	0.0	0.0	0.0
FBgn0266979	CR45430	3L	-	22496342	22497114	0.0	0.0	0.0
FBgn0035679	CG10467	3L	-	6093204	6094747	0.0	0.0	0.0
FBgn0003378	Sgs8	3L	-	11508967	11509394	0.0	0.0	0.0
FBgn0260635	Diap1	3L	-	16038410	16051034	0.0	0.0	0.0
FBgn0263246	CG43389	3L	+	3248015	3249044	0.0	0.0	0.0
FBgn0037101	CG7634	3L	+	21565426	21567785	0.0	0.0	0.0
FBgn0036089	CG14151	3L	-	10627680	10628484	0.0	0.0	0.0
FBgn0264725	CG43993	3L	+	12032557	12032999	0.0	0.0	0.0
FBgn0040022	Set1	3L	+	25107594	25115180	0.0	0.0	0.0
FBgn0036117	CG6321	3L	-	11059437	11061224	0.0	0.0	0.0
FBgn0267552	CR45892	3L	-	12132455	12133605	0.0	0.0	0.0
FBgn0035469	CG14977	3L	+	3896900	3897498	0.0	0.0	0.0
FBgn0035693	CG8219	3L	+	6200473	6203776	0.0	0.0	0.0
FBgn0036227	CG17826	3L	+	11949839	11952225	0.0	0.0	0.0
FBgn0035968	Slc45-1	3L	-	9203065	9208853	0.0	0.0	0.0
FBgn0037199	CG11137	3L	-	22867175	22868243	0.0	0.0	0.0
FBgn0264717	CR43985	3L	+	18723807	18724312	0.0	0.0	0.0
FBgn0035112	CG13877	3L	+	218068	218663	0.0	0.0	0.0
FBgn0085456	CG34427	3L	+	8804764	8805812	0.0	0.0	0.0
FBgn0036096	CG8003	3L	+	10661475	10663157	0.0	0.0	0.0
FBgn0042131	CG18808	3L	-	4806053	4807406	0.0	0.0	0.0
FBgn0036043	CG8177	3L	+	9763544	9786466	0.0	0.0	0.0
FBgn0264848	vih	3L	+	12504292	12505821	0.0	0.0	0.0
FBgn0266949	CR45400	3L	-	127321	127666	0.0	0.0	0.0
FBgn0020645	Lcp65Aa	3L	+	6151304	6151803	0.0	0.0	0.0
FBgn0035271	CG2021	3L	-	1777010	1777411	0.0	0.0	0.0
FBgn0052448	CG32448	3L	-	21827774	21828480	0.0	0.0	0.0
FBgn0036317	CG10948	3L	-	12844254	12850117	0.0	0.0	0.0
FBgn0020633	Mcm7	3L	+	8891596	8894310	0.0	0.0	0.0
FBgn0267638	CR45976	3L	+	17696391	17696967	0.0	0.0	0.0
FBgn0037127	CG14566	3L	-	21739479	21740309	0.0	0.0	0.0
FBgn0036576	CG5151	3L	-	16137802	16164701	0.0	0.0	0.0
FBgn0263492	CR43481	3L	+	9378160	9381119	0.0	0.0	0.0
FBgn0035710	SP1173	3L	-	6689327	6703521	0.0	0.0	0.0
FBgn0053523	Vap-33B	3L	+	5923862	5930120	0.0	0.0	0.0
FBgn0036923	CG17732	3L	+	19981685	19984191	0.0	0.0	0.0
FBgn0035755	CG14830	3L	-	7250718	7263920	0.0	0.0	0.0
FBgn0265721	CR44528	3L	+	4801909	4802894	0.0	0.0	0.0
FBgn0010317	CycJ	3L	+	3466428	3468098	0.0	0.0	0.0
FBgn0036768	CG7402	3L	+	17887705	17891404	0.0	0.0	0.0
FBgn0035337	CG15877	3L	-	2376484	2377556	0.0	0.0	0.0
FBgn0015806	S6k	3L	-	5797549	5810931	0.0	0.0	0.0
FBgn0040786	CG14104	3L	-	19806811	19807199	0.0	0.0	0.0
FBgn0035722	CG10075	3L	-	6956946	6958108	0.0	0.0	0.0
FBgn0263930	dally	3L	+	8827505	8891192	0.0	0.0	0.0
FBgn0041096	rols	3L	-	12008225	12064859	0.0	0.0	0.0
FBgn0021760	chb	3L	+	21172853	21183278	0.0	0.0	0.0
FBgn0265758	CR44565	3L	+	17460109	17460496	0.0	0.0	0.0
FBgn0052476	mthl14	3L	+	247491	250305	0.0	0.0	0.0
FBgn0035726	CG9953	3L	+	6969658	6971666	0.0	0.0	0.0
FBgn0037125	CG14573	3L	+	21734099	21734788	0.0	0.0	0.0
FBgn0036652	CG13032	3L	+	16673964	16676264	0.0	0.0	0.0
FBgn0260458	PGRP-LD	3L	+	5780051	5784685	0.0	0.0	0.0
FBgn0035416	gry	3L	+	3199090	3211348	0.0	0.0	0.0
FBgn0024187	syd	3L	-	7916650	7936120	0.0	0.0	0.0
FBgn0036032	CG16711	3L	+	9704331	9710329	0.0	0.0	0.0
FBgn0036900	CG8765	3L	-	19683941	19687353	0.0	0.0	0.0
FBgn0262870	axo	3L	-	4629604	4687317	0.0	0.0	0.0
FBgn0000592	Est-6	3L	+	12188818	12190705	0.0	0.0	0.0
FBgn0035736	Cpr65Eb	3L	-	7087713	7088787	0.0	0.0	0.0
FBgn0261243	Psa	3L	+	1502843	1523380	0.0	0.0	0.0
FBgn0053795	CG33795	3L	-	16170729	16171380	0.0	0.0	0.0
FBgn0037167	CG11425	3L	+	22474795	22475792	0.0	0.0	0.0
FBgn0259243	Pka-R1	3L	+	20816118	20836048	0.0	0.0	0.0
FBgn0052102	CG32102	3L	-	12469072	12469784	0.0	0.0	0.0
FBgn0036553	CG17027	3L	+	15980100	15981888	0.0	0.0	0.0
FBgn0036725	CG18265	3L	+	17439401	17457461	0.0	0.0	0.0
FBgn0036440	CG17177	3L	-	14697313	14701678	0.0	0.0	0.0
FBgn0037074	CG7324	3L	-	21337681	21343716	0.0	0.0	0.0
FBgn0035315	CG8960	3L	+	2197013	2198089	0.0	0.0	0.0
FBgn0035590	Prpk	3L	-	5138652	5139395	0.0	0.0	0.0
FBgn0037073	CG7338	3L	+	21335215	21338232	0.0	0.0	0.0
FBgn0036786	skl	3L	-	18438561	18439942	0.0	0.0	0.0
FBgn0037046	CG10581	3L	-	21033554	21034203	0.0	0.0	0.0
FBgn0035781	CG8560	3L	-	7402332	7404181	0.0	0.0	0.0
FBgn0052076	Alg10	3L	+	11164971	11166620	0.0	0.0	0.0
FBgn0035529	CG1319	3L	+	4292482	4293432	0.0	0.0	0.0
FBgn0035999	CG3552	3L	+	9456318	9459370	0.0	0.0	0.0
FBgn0052303	tRNA:CR32303	3L	+	2273744	2273815	0.0	0.0	0.0
FBgn0035568	CG18418	3L	-	4688929	4690070	0.0	0.0	0.0
FBgn0000358	Cp19	3L	+	8729865	8730604	0.0	0.0	0.0
FBgn0036442	CG13473	3L	+	14728760	14729343	0.0	0.0	0.0
FBgn0013718	nuf	3L	+	14190870	14233250	0.0	0.0	0.0
FBgn0022702	Cht2	3L	-	1752328	1755934	0.0	0.0	0.0
FBgn0004426	LysC	3L	+	1210485	1210971	0.0	0.0	0.0
FBgn0036820	CG6852	3L	+	18869230	18870057	0.0	0.0	0.0
FBgn0267321	CR45757	3L	+	21961871	21962196	0.0	0.0	0.0
FBgn0036899	tey	3L	-	19650506	19664104	0.0	0.0	0.0
FBgn0053289	ppk5	3L	+	21534660	21536861	0.0	0.0	0.0
FBgn0011928	tRNA:M3:70Fb	3L	+	14674344	14674415	0.0	0.0	0.0
FBgn0014037	Su(Tpl)	3L	-	19889120	19909410	0.0	0.0	0.0
FBgn0028980	tan	3L	+	6055136	6057002	0.0	0.0	0.0
FBgn0036080	Or67d	3L	+	10273204	10274624	0.0	0.0	0.0
FBgn0083120	Uhg8	3L	+	20453293	20454731	0.0	0.0	0.0
FBgn0035918	Cdc6	3L	-	8631509	8634069	0.0	0.0	0.0
FBgn0263832	Rcd5	3L	+	4040529	4042597	0.0	0.0	0.0
FBgn0035237	CG13917	3L	+	1576699	1600845	0.0	0.0	0.0
FBgn0004880	scrt	3L	+	3983896	3994003	0.0	0.0	0.0
FBgn0035842	CG7504	3L	-	8131429	8137498	0.0	0.0	0.0
FBgn0060291	snoRNA:U49:66Db	3L	+	8601948	8602031	0.0	0.0	0.0
FBgn0037202	Ssl1	3L	+	22879089	22880963	0.0	0.0	0.0
FBgn0266773	CR45238	3L	+	6640891	6641514	0.0	0.0	0.0
FBgn0017429	CG5989	3L	-	8602411	8604149	0.0	0.0	0.0
FBgn0053267	CG33267	3L	+	11564483	11572796	0.0	0.0	0.0
FBgn0053233	CG33233	3L	+	2659639	2661501	0.0	0.0	0.0
FBgn0036423	CG3919	3L	+	14410626	14412732	0.0	0.0	0.0
FBgn0035813	CG8492	3L	-	7727804	7732191	0.0	0.0	0.0
FBgn0035239	CG18170	3L	+	1602954	1617355	0.0	0.0	0.0
FBgn0036857	CG9629	3L	-	19266473	19268913	0.0	0.0	0.0
FBgn0003459	stwl	3L	-	14402930	14409939	0.0	0.0	0.0
FBgn0036835	CG14075	3L	+	18984961	18985634	0.0	0.0	0.0
FBgn0036160	CG12289	3L	-	11457076	11458470	0.0	0.0	0.0
FBgn0263219	Dscam4	3L	+	8238647	8282398	0.0	0.0	0.0
FBgn0000567	Eip74EF	3L	-	17558672	17619325	0.0	0.0	0.0
FBgn0035997	phol	3L	-	9452803	9456281	0.0	0.0	0.0
FBgn0035926	CG5804	3L	-	8788144	8788545	0.0	0.0	0.0
FBgn0004865	Eip78C	3L	+	21226609	21266503	0.0	0.0	0.0
FBgn0262508	CG43078	3L	+	8576808	8599617	0.0	0.0	0.0
FBgn0035189	CG9119	3L	-	1203316	1204795	0.0	0.0	0.0
FBgn0260026	CG42494	3L	+	3184404	3186549	0.0	0.0	0.0
FBgn0262737	mub	3L	+	21844788	21932702	0.0	0.0	0.0
FBgn0036210	CG14130	3L	+	11815444	11816710	0.0	0.0	0.0
FBgn0036671	CG9951	3L	+	16863164	16864989	0.0	0.0	0.0
FBgn0036085	CG6527	3L	-	10557023	10559082	0.0	0.0	0.0
FBgn0053255	CR33255	3L	+	19423758	19424146	0.0	0.0	0.0
FBgn0267607	CR45945	3L	+	21119413	21119801	0.0	0.0	0.0
FBgn0035850	Atg18a	3L	+	8186857	8191118	0.0	0.0	0.0
FBgn0035720	CG10077	3L	-	6949491	6955904	0.0	0.0	0.0
FBgn0035554	CG13721	3L	-	4496883	4497777	0.0	0.0	0.0
FBgn0036892	Lon	3L	-	19607857	19612199	0.0	0.0	0.0
FBgn0266417	CG45057	3L	-	16354746	16359428	0.0	0.0	0.0
FBgn0267555	CR45895	3L	-	16587111	16587805	0.0	0.0	0.0
FBgn0266995	CR45446	3L	+	15987784	15988041	0.0	0.0	0.0
FBgn0053170	CG33170	3L	+	22864600	22867535	0.0	0.0	0.0
FBgn0036094	CG14153	3L	+	10643528	10644615	0.0	0.0	0.0
FBgn0263573	mir-4942	3L	+	23339228	23339337	0.0	0.0	0.0
FBgn0044324	Chro	3L	-	22873702	22878984	0.0	0.0	0.0
FBgn0036952	CG6933	3L	-	20218500	20220420	0.0	0.0	0.0
FBgn0052264	CG32264	3L	-	3714826	3806459	0.0	0.0	0.0
FBgn0037027	HIPP1	3L	+	20809669	20813332	0.0	0.0	0.0
FBgn0037070	CG11309	3L	-	21301785	21304658	0.0	0.0	0.0
FBgn0260233	CG42507	3L	-	14747929	14757962	0.0	0.0	0.0
FBgn0035245	GC	3L	-	1623179	1629301	0.0	0.0	0.0
FBgn0035831	CG8038	3L	-	7977805	7978650	0.0	0.0	0.0
FBgn0263845	CR43706	3L	-	20795916	20796502	0.0	0.0	0.0
FBgn0024806	DIP2	3L	-	250229	257954	0.0	0.0	0.0
FBgn0036343	CG14115	3L	-	13060522	13061394	0.0	0.0	0.0
FBgn0053504	snRNA:U7	3L	+	3593823	3593893	0.0	0.0	0.0
FBgn0046296	CG11534	3L	+	12132146	12133834	0.0	0.0	0.0
FBgn0053265	Muc68E	3L	-	11967343	11972979	0.0	0.0	0.0
FBgn0266591	CG45116	3L	+	22699433	22699870	0.0	0.0	0.0
FBgn0035483	Mul1	3L	+	4021457	4023501	0.0	0.0	0.0
FBgn0036056	CG6709	3L	-	9893188	9894743	0.0	0.0	0.0
FBgn0036825	RpL26	3L	+	18898875	18899917	0.0	0.0	0.0
FBgn0035429	CG12017	3L	+	3280239	3290896	0.0	0.0	0.0
FBgn0052488	CG32488	3L	-	3014761	3016069	0.0	0.0	0.0
FBgn0052421	tRNA:CR32421	3L	-	5356662	5356734	0.0	0.0	0.0
FBgn0036019	Or67b	3L	-	9627316	9629193	0.0	0.0	0.0
FBgn0025712	CG13920	3L	+	1648944	1651501	0.0	0.0	0.0
FBgn0260646	CG42538	3L	+	16034524	16034853	0.0	0.0	0.0
FBgn0028999	nerfin-1	3L	+	909112	912319	0.0	0.0	0.0
FBgn0035811	CG12262	3L	+	7719350	7721472	0.0	0.0	0.0
FBgn0082953	snoRNA:Psi28S-612	3L	-	9429374	9429518	0.0	0.0	0.0
FBgn0036597	CG4962	3L	-	16294711	16295547	0.0	0.0	0.0
FBgn0036438	CG13477	3L	+	14691347	14691962	0.0	0.0	0.0
FBgn0265730	CR44537	3L	+	813300	814487	0.0	0.0	0.0
FBgn0037013	CG13250	3L	+	20533709	20535335	0.0	0.0	0.0
FBgn0052190	NUCB1	3L	-	17797738	17802279	0.0	0.0	0.0
FBgn0035875	Cpr66Cb	3L	+	8336672	8338595	0.0	0.0	0.0
FBgn0052365	CG32365	3L	+	7869042	7894814	0.0	0.0	0.0
FBgn0037087	CG7519	3L	+	21493083	21493907	0.0	0.0	0.0
FBgn0052482	tRNA:M-i:61D	3L	-	743723	743794	0.0	0.0	0.0
FBgn0036728	CG7580	3L	+	17474761	17476124	0.0	0.0	0.0
FBgn0035299	CG11815	3L	-	1970191	1971200	0.0	0.0	0.0
FBgn0035915	S-Lap1	3L	+	8617235	8619474	0.0	0.0	0.0
FBgn0036327	CG10748	3L	-	12971214	12972359	0.0	0.0	0.0
FBgn0053767	CG33767	3L	+	22646307	22646959	0.0	0.0	0.0
FBgn0267232	CR45672	3L	-	11592447	11592790	0.0	0.0	0.0
FBgn0266964	CR45415	3L	-	6935608	6935903	0.0	0.0	0.0
FBgn0011927	tRNA:M3:70Fa	3L	-	14673942	14674013	0.0	0.0	0.0
FBgn0036760	CG5567	3L	-	17841540	17843544	0.0	0.0	0.0
FBgn0052194	CR32194	3L	-	18085305	18087058	0.0	0.0	0.0
FBgn0265709	CR44516	3L	-	5371247	5371636	0.0	0.0	0.0
FBgn0027364	Six4	3L	-	20788886	20792777	0.0	0.0	0.0
FBgn0259703	CG42357	3L	-	2020554	2021958	0.0	0.0	0.0
FBgn0052243	CG32243	3L	-	4539302	4541244	0.0	0.0	0.0
FBgn0036349	SNCF	3L	+	13378583	13379190	0.0	0.0	0.0
FBgn0035357	MEP-1	3L	+	2631715	2641984	0.0	0.0	0.0
FBgn0264708	CR43977	3L	+	21667424	21668057	0.0	0.0	0.0
FBgn0027660	blot	3L	-	17396031	17421514	0.0	0.0	0.0
FBgn0036588	CG13068	3L	+	16269392	16269911	0.0	0.0	0.0
FBgn0262893	CG43248	3L	-	15530085	15531473	0.0	0.0	0.0
FBgn0020389	Papss	3L	+	19845293	19860925	0.0	0.0	0.0
FBgn0001120	gnu	3L	-	14802380	14803360	0.0	0.0	0.0
FBgn0002638	Rcc1	3L	-	5930262	5932773	0.0	0.0	0.0
FBgn0267300	CR45736	3L	-	23731614	23732177	0.0	0.0	0.0
